adoption_id,age_years,size,weight_kg,breed_group,intake_type,days_in_shelter,previously_returned,medical_needs,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,home_type,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch,return_reason,days_to_return,returned
ADP037783,1.0,medium,18.1,herding,born_in_care,12,0,none,1,0.9,3.8,3.1,4.5,3.4,1,0,0,0,house_owned,1,3.8,4.0,1,0,0,7.0,0.5,0,kept,,0
ADP037784,4.7,small,6.2,herding,stray,40,0,none,1,3.6,6.3,5.7,6.8,6.2,1,1,1,0,house_owned,1,7.0,7.3,2,0,0,4.0,0.5,0,kept,,0
ADP037785,3.6,medium,17.1,sporting,stray,40,1,none,1,2.8,3.4,3.6,8.3,3.8,0,1,0,0,house_owned,1,2.8,3.0,1,0,1,7.8,5.3,0,kept,,0
ADP037786,3.8,medium,19.8,herding,stray,37,0,none,1,0.0,3.4,5.5,7.5,4.5,0,1,0,0,house_owned,1,4.1,7.7,1,0,0,8.2,0.2,0,kept,,0
ADP037787,4.2,large,35.0,toy,owner_surrender,69,0,none,0,0.0,2.0,4.4,3.7,4.6,1,0,0,1,apartment,0,8.5,2.9,3,1,0,7.7,0.8,1,kept,,0
ADP037788,2.5,large,34.8,working,stray,22,0,none,1,4.4,6.3,7.1,5.9,0.0,0,1,0,0,house_owned,1,5.8,7.8,3,0,1,9.2,1.9,0,kept,,0
ADP037789,5.1,small,6.3,mixed,stray,21,0,none,1,7.7,0.7,5.2,4.4,6.8,1,1,0,0,house_owned,1,6.7,2.5,2,0,0,8.0,1.9,0,conflict_with_resident_pets,5.8,1
ADP037790,2.5,medium,14.7,terrier,stray,15,0,minor,1,4.4,3.5,6.9,4.3,8.4,0,0,1,1,house_owned,1,3.2,6.4,2,1,0,5.4,2.1,0,kept,,0
ADP037791,3.0,large,31.2,mixed,stray,58,0,none,1,0.9,1.0,6.9,3.5,7.9,1,0,1,0,apartment,0,3.7,7.3,3,0,0,3.7,3.8,1,kept,,0
ADP037792,7.4,large,30.7,mixed,owner_surrender,77,0,none,1,0.0,3.3,3.8,3.8,8.3,1,0,0,1,apartment,0,2.7,7.0,3,0,1,5.5,3.2,1,kept,,0
ADP037793,7.9,medium,15.7,mixed,owner_surrender,48,1,minor,1,3.3,4.1,2.9,6.8,2.5,1,0,1,1,house_rented,1,5.3,4.8,1,1,0,7.4,2.0,0,kept,,0
ADP037794,1.2,large,23.9,hound,stray,66,0,none,1,2.5,2.1,5.2,6.2,3.1,0,0,1,0,apartment,0,1.8,7.7,1,0,1,5.8,1.5,1,kept,,0
ADP037795,0.9,small,5.3,herding,stray,39,1,none,1,1.1,3.9,6.9,9.2,3.8,0,0,0,0,house_owned,1,3.2,5.2,3,0,1,4.9,4.0,0,kept,,0
ADP037796,1.3,small,8.8,hound,stray,25,0,none,1,1.8,3.3,4.3,4.3,2.3,0,1,0,1,house_owned,0,6.8,5.6,4,1,0,8.1,1.3,0,kept,,0
ADP037797,1.3,small,11.6,mixed,stray,13,0,none,1,3.5,7.3,5.8,6.0,4.6,0,0,0,0,house_owned,1,8.8,5.8,1,0,1,8.2,0.2,0,kept,,0
ADP037798,4.3,medium,21.0,sporting,transfer,23,0,minor,1,1.2,0.3,4.8,9.1,4.0,0,0,1,1,apartment,0,8.3,3.9,1,0,1,9.6,5.2,0,conflict_with_resident_pets,10.8,1
ADP037799,4.6,medium,19.7,working,stray,5,0,minor,1,0.0,5.2,0.6,5.2,2.9,1,0,0,0,house_owned,1,4.0,3.3,4,0,1,8.8,1.9,0,kept,,0
ADP037800,3.0,medium,20.8,mixed,owner_surrender,32,0,none,1,2.3,5.3,5.8,5.1,4.5,0,0,0,0,apartment,0,5.4,5.8,2,0,0,6.3,0.7,0,kept,,0
ADP037801,5.9,small,6.6,sporting,transfer,30,0,none,1,4.4,3.6,3.0,4.6,5.0,0,0,0,1,house_rented,1,8.7,0.1,1,1,0,5.7,4.5,0,kept,,0
ADP037802,4.6,large,27.6,mixed,transfer,98,1,none,1,1.5,2.1,4.5,7.2,2.6,1,1,1,0,house_owned,1,11.1,8.5,4,0,1,7.4,1.3,0,kept,,0
ADP037803,2.0,large,24.7,mixed,transfer,13,0,none,1,4.9,4.4,1.6,5.4,3.0,0,1,0,0,house_rented,1,7.0,6.6,2,0,0,5.8,1.2,0,kept,,0
ADP037804,5.4,large,38.6,mixed,owner_surrender,28,0,none,1,1.3,5.1,2.3,6.5,4.4,1,1,0,1,house_owned,1,5.2,3.3,1,1,0,8.5,3.2,0,kept,,0
ADP037805,2.9,small,3.9,hound,stray,35,0,minor,1,1.7,2.2,1.9,3.7,9.1,1,1,1,1,house_owned,1,5.3,2.5,1,1,0,8.9,1.2,0,kept,,0
ADP037806,5.7,medium,24.6,mixed,owner_surrender,2,0,none,1,2.6,6.0,4.1,5.7,0.3,0,0,0,0,apartment,0,10.3,8.7,2,0,1,7.3,3.0,0,kept,,0
ADP037807,7.0,small,2.6,herding,transfer,15,0,chronic,1,1.6,2.7,1.1,8.2,0.0,0,0,1,1,apartment,0,9.3,1.8,2,1,0,6.0,6.4,0,kept,,0
ADP037808,8.0,medium,12.1,mixed,owner_surrender,42,0,none,1,4.4,6.3,1.5,5.0,9.0,1,0,0,1,house_owned,1,6.3,5.4,1,0,1,6.3,0.4,0,kept,,0
ADP037809,1.7,medium,15.1,mixed,stray,20,0,minor,1,4.1,1.7,6.1,4.5,2.6,0,1,0,0,house_owned,1,13.3,5.6,2,0,0,6.0,1.1,0,kept,,0
ADP037810,1.7,large,29.5,working,stray,52,0,minor,1,2.9,6.5,2.6,7.1,2.4,1,1,0,0,house_rented,1,4.4,7.4,1,0,1,5.6,0.3,0,kept,,0
ADP037811,4.8,large,31.4,working,stray,32,0,none,1,1.7,0.0,2.9,8.5,6.1,0,0,0,0,house_owned,1,8.4,5.4,1,0,1,6.4,3.1,0,kept,,0
ADP037812,1.5,medium,20.3,toy,stray,72,0,none,1,2.2,3.5,1.4,10.0,6.0,0,0,0,1,apartment,0,4.9,5.0,1,0,0,9.2,5.0,0,unmet_expectations,4.8,1
ADP037813,7.5,small,4.5,mixed,owner_surrender,39,0,none,1,0.8,0.0,1.7,7.7,4.4,0,0,0,1,apartment,0,2.8,4.1,1,0,0,7.4,3.6,0,kept,,0
ADP037814,1.0,large,34.8,working,born_in_care,45,0,chronic,1,2.7,8.7,2.0,3.1,6.3,1,0,0,1,house_owned,1,5.9,4.3,3,1,1,8.7,1.2,0,kept,,0
ADP037815,1.1,xlarge,40.1,mixed,stray,5,0,minor,1,3.1,2.2,1.2,5.7,6.3,1,1,1,0,house_owned,1,5.0,4.9,2,0,0,6.4,0.8,0,kept,,0
ADP037816,3.9,medium,13.5,mixed,stray,29,0,minor,1,2.7,0.3,4.6,10.0,7.4,1,0,0,0,house_rented,0,1.1,5.5,2,0,0,4.8,4.5,0,kept,,0
ADP037817,5.2,xlarge,43.3,mixed,stray,24,1,chronic,1,2.7,6.3,4.2,9.1,7.7,1,1,1,1,house_owned,0,7.7,6.1,2,0,0,10.0,3.0,0,kept,,0
ADP037818,2.5,medium,13.2,mixed,transfer,58,0,none,1,1.3,4.0,7.2,9.2,4.2,0,1,0,1,apartment,0,1.8,4.3,4,0,1,6.5,4.9,0,kept,,0
ADP037819,1.8,medium,21.3,mixed,transfer,22,1,none,1,2.0,2.4,4.2,7.0,3.5,1,0,1,1,house_owned,1,6.8,4.7,3,0,0,7.8,2.3,0,kept,,0
ADP037820,2.2,small,7.7,terrier,owner_surrender,45,1,none,1,0.2,2.6,4.1,4.9,6.5,1,0,0,1,house_owned,1,9.4,6.7,1,0,0,4.2,1.8,0,kept,,0
ADP037821,2.6,medium,20.2,terrier,transfer,38,0,minor,1,0.0,3.3,4.9,4.7,5.1,0,1,0,1,apartment,0,6.0,7.0,1,0,0,5.6,2.3,0,kept,,0
ADP037822,6.7,large,38.4,hound,owner_surrender,21,0,minor,1,0.0,6.1,1.8,8.1,4.1,0,0,0,0,house_rented,1,3.5,5.1,2,0,0,6.9,3.0,0,kept,,0
ADP037823,1.7,small,4.7,mixed,stray,11,0,minor,1,0.3,3.3,2.6,5.1,0.0,1,0,0,0,house_owned,1,11.4,4.5,1,0,0,4.3,0.6,0,kept,,0
ADP037824,1.2,large,40.6,herding,stray,7,1,none,1,6.9,1.0,1.9,6.1,0.1,0,0,0,1,apartment,0,9.2,5.7,2,0,0,7.3,0.4,1,kept,,0
ADP037825,3.7,medium,16.3,hound,owner_surrender,9,0,none,1,4.6,6.2,5.3,4.0,8.0,1,0,0,0,apartment,0,5.2,3.9,1,0,0,7.5,0.1,0,kept,,0
ADP037826,2.9,small,6.4,working,owner_surrender,27,0,none,1,1.8,4.6,3.8,6.3,5.1,0,0,1,1,apartment,0,10.9,5.3,1,1,1,4.8,1.0,0,kept,,0
ADP037827,0.9,large,23.9,mixed,transfer,10,0,none,1,2.3,4.4,7.3,8.8,5.9,0,0,0,1,house_rented,0,6.0,4.8,2,0,1,8.4,4.0,0,kept,,0
ADP037828,5.0,large,28.4,herding,stray,33,0,none,1,4.8,1.3,0.0,2.7,5.3,1,0,0,1,apartment,0,9.3,6.3,2,0,0,7.2,3.6,1,kept,,0
ADP037829,1.3,small,6.6,sporting,owner_surrender,38,0,none,1,0.0,1.5,0.0,6.3,5.4,0,0,1,1,house_owned,1,8.8,6.4,1,0,0,6.0,0.1,0,kept,,0
ADP037830,7.0,large,32.2,mixed,stray,18,0,none,1,4.2,7.3,6.0,3.3,3.7,1,1,0,0,house_owned,1,4.9,9.2,2,0,0,8.0,5.9,0,kept,,0
ADP037831,2.3,medium,13.9,mixed,owner_surrender,34,0,none,1,5.0,9.7,3.2,7.3,5.4,1,1,1,1,apartment,0,6.2,5.9,1,0,0,6.8,1.4,0,conflict_with_resident_pets,28.4,1
ADP037832,1.1,medium,15.7,toy,owner_surrender,41,0,none,1,4.8,0.0,1.3,3.8,6.6,1,0,0,0,apartment,0,7.2,9.1,3,0,0,3.4,5.3,0,kept,,0
ADP037833,2.1,large,25.6,herding,owner_surrender,29,0,minor,1,0.0,1.5,3.0,8.1,5.1,0,0,0,1,apartment,0,8.3,0.2,3,0,0,9.5,7.9,1,kept,,0
ADP037834,3.8,small,5.3,toy,owner_surrender,44,0,minor,1,0.6,2.6,0.9,7.3,4.4,1,0,0,0,house_rented,0,8.1,3.1,2,0,1,6.6,4.2,0,kept,,0
ADP037835,0.7,small,7.7,terrier,owner_surrender,62,0,minor,1,0.2,1.9,5.4,5.6,3.4,0,0,0,0,house_owned,0,11.2,6.5,1,0,0,8.5,0.9,0,kept,,0
ADP037836,0.6,medium,14.3,hound,stray,39,0,minor,1,2.4,2.1,4.8,4.6,6.5,0,1,0,1,house_owned,1,3.5,6.8,2,1,1,6.0,2.2,0,kept,,0
ADP037837,4.0,medium,10.9,working,owner_surrender,13,0,none,1,1.0,3.8,3.8,5.3,6.0,1,0,0,1,house_rented,0,5.9,5.4,3,1,1,8.7,0.1,0,kept,,0
ADP037838,7.3,small,9.7,mixed,owner_surrender,8,0,none,0,2.8,3.0,4.9,6.0,2.3,1,0,1,1,apartment,0,7.7,6.8,2,0,1,8.3,0.8,0,kept,,0
ADP037839,1.8,small,8.4,mixed,born_in_care,17,0,none,1,0.3,4.6,4.3,5.5,5.1,1,0,0,0,house_rented,0,6.4,1.9,1,0,0,5.6,3.6,0,kept,,0
ADP037840,2.5,small,8.2,herding,stray,18,0,none,1,2.1,3.7,4.4,5.7,6.0,1,0,0,0,house_owned,0,1.5,3.6,2,0,1,5.2,2.1,0,kept,,0
ADP037841,4.1,small,9.6,toy,stray,46,0,none,1,2.6,5.0,6.6,7.4,2.2,1,1,0,0,house_rented,1,8.3,6.2,1,0,0,3.3,1.2,0,kept,,0
ADP037842,3.7,medium,19.9,mixed,owner_surrender,1,0,none,1,2.6,6.3,2.5,6.6,3.8,0,0,0,0,house_owned,1,8.5,3.6,2,0,1,6.8,3.0,0,kept,,0
ADP037843,3.7,small,6.2,mixed,owner_surrender,54,0,none,1,3.9,0.7,4.2,6.0,4.8,0,1,0,1,apartment,0,3.9,6.4,2,0,1,6.8,0.4,0,kept,,0
ADP037844,2.1,small,10.4,mixed,stray,21,1,minor,1,3.3,2.2,3.8,7.6,3.4,0,1,0,0,house_owned,1,4.2,6.9,1,0,0,8.5,0.7,0,kept,,0
ADP037845,4.9,medium,14.9,herding,owner_surrender,31,0,none,1,3.1,4.4,0.0,5.5,5.7,0,0,0,0,house_owned,1,7.0,8.1,4,0,1,9.8,2.6,0,kept,,0
ADP037846,0.7,large,33.5,toy,stray,69,0,minor,1,4.6,2.3,4.1,8.5,8.5,0,0,1,1,apartment,0,1.8,3.2,1,0,0,5.1,5.3,1,kept,,0
ADP037847,5.1,medium,16.6,sporting,transfer,42,0,none,1,1.9,3.7,10.0,8.1,6.1,0,1,1,1,apartment,0,0.0,2.5,2,1,0,8.2,5.6,0,kept,,0
ADP037848,4.8,medium,11.5,sporting,stray,11,0,none,1,3.0,5.9,7.3,4.6,1.6,0,0,0,0,house_owned,0,3.9,0.0,3,0,0,5.8,4.6,0,kept,,0
ADP037849,1.8,medium,14.5,toy,stray,8,0,none,1,5.9,5.7,6.5,4.7,4.0,1,0,0,1,house_owned,1,4.0,6.1,1,1,1,4.1,1.4,0,kept,,0
ADP037850,5.9,medium,12.0,sporting,transfer,65,1,none,1,1.3,6.3,1.9,6.9,1.8,1,0,1,0,apartment,0,11.5,4.8,1,0,0,6.5,2.1,0,kept,,0
ADP037851,5.7,medium,16.8,mixed,transfer,9,0,none,1,1.8,8.4,4.5,7.2,2.5,0,1,0,0,house_owned,0,6.6,3.3,2,0,0,5.5,3.9,0,kept,,0
ADP037852,0.7,small,8.5,toy,owner_surrender,30,0,none,1,3.5,1.2,0.7,10.0,6.8,0,0,0,0,house_rented,1,9.2,7.4,3,0,0,8.3,2.6,0,kept,,0
ADP037853,2.2,medium,18.7,mixed,transfer,63,0,none,1,2.5,1.8,2.0,6.7,6.1,1,1,0,0,house_owned,1,4.5,5.6,1,0,1,3.2,1.1,0,kept,,0
ADP037854,1.3,large,31.7,terrier,stray,24,0,none,1,2.3,5.6,4.9,2.5,3.4,0,0,1,0,house_rented,1,7.4,7.8,1,0,1,6.5,5.3,0,separation_anxiety_destruction,1.0,1
ADP037855,2.2,large,29.6,terrier,stray,19,0,chronic,1,0.0,4.7,5.2,8.0,7.4,1,0,0,1,house_owned,1,5.7,1.6,1,0,0,6.8,6.4,0,conflict_with_resident_pets,18.7,1
ADP037856,11.9,large,28.9,herding,owner_surrender,38,0,minor,1,0.0,5.9,3.5,1.1,3.2,1,0,0,1,apartment,0,1.9,7.1,4,0,0,8.0,6.0,1,kept,,0
ADP037857,1.4,large,26.4,sporting,owner_surrender,10,0,none,1,5.1,6.8,9.5,8.0,0.6,0,0,0,0,house_rented,1,5.2,5.4,3,0,1,3.9,2.6,0,medical_needs,18.2,1
ADP037858,4.7,large,43.6,herding,stray,14,0,none,1,0.0,2.4,4.7,5.3,2.2,1,1,0,1,house_owned,1,3.9,8.7,1,1,0,7.2,3.4,0,kept,,0
ADP037859,2.1,xlarge,26.7,herding,stray,17,0,chronic,1,3.1,4.9,2.5,7.5,4.9,0,1,1,1,house_owned,1,4.8,8.6,1,0,0,6.4,1.1,0,kept,,0
ADP037860,2.4,large,29.1,terrier,stray,10,0,none,1,0.0,4.5,5.0,4.4,6.4,1,1,0,1,house_owned,0,7.1,7.0,1,0,1,6.4,2.6,0,kept,,0
ADP037861,1.6,medium,18.7,working,transfer,41,0,none,1,1.6,4.0,5.4,4.7,6.0,0,0,1,1,house_rented,0,2.8,4.9,2,0,0,5.9,0.2,0,kept,,0
ADP037862,2.3,medium,18.6,terrier,stray,40,0,none,0,3.3,3.4,4.4,2.8,4.1,0,0,1,1,house_rented,0,7.3,6.6,1,0,1,8.9,3.8,0,kept,,0
ADP037863,2.3,small,2.0,terrier,owner_surrender,51,0,minor,1,4.1,3.6,4.2,9.4,7.2,1,0,1,1,house_owned,1,7.4,3.3,2,1,0,7.6,6.1,0,kept,,0
ADP037864,2.7,small,8.5,mixed,transfer,70,0,none,1,8.4,5.9,7.8,4.2,6.4,1,1,0,0,house_owned,1,6.4,3.0,1,0,0,9.2,1.2,0,kept,,0
ADP037865,1.2,large,29.8,working,stray,37,0,none,1,3.2,3.3,3.0,6.8,10.0,1,0,0,1,house_owned,1,5.5,5.9,1,1,1,7.9,0.9,0,kept,,0
ADP037866,16.0,medium,20.8,sporting,owner_surrender,94,0,minor,1,0.3,3.8,2.1,5.1,4.4,1,0,0,0,house_owned,1,0.2,6.5,1,0,0,4.8,1.4,0,kept,,0
ADP037867,1.6,medium,20.5,mixed,stray,50,0,minor,1,5.0,6.3,1.0,5.6,4.6,0,0,0,1,house_owned,1,7.5,7.4,1,1,1,8.1,1.8,0,kept,,0
ADP037868,4.3,large,25.3,terrier,stray,5,0,minor,1,1.1,0.6,6.4,5.3,3.1,1,1,0,0,house_rented,1,6.8,4.6,2,0,0,6.7,0.7,0,kept,,0
ADP037869,2.4,medium,21.4,working,transfer,15,0,none,1,7.2,4.8,1.4,9.2,3.9,0,0,1,0,house_owned,1,8.8,8.0,3,0,0,8.1,1.2,0,kept,,0
ADP037870,3.3,large,34.9,mixed,transfer,33,0,none,1,2.0,4.7,0.1,6.8,7.6,0,0,0,1,house_owned,1,4.6,7.4,2,0,0,4.9,0.6,0,kept,,0
ADP037871,2.0,large,31.1,toy,owner_surrender,3,0,none,1,2.3,0.0,0.8,4.5,6.5,1,0,0,0,apartment,1,8.7,7.1,1,0,0,6.8,2.6,1,kept,,0
ADP037872,3.1,large,32.0,herding,owner_surrender,17,1,none,1,2.0,5.3,4.2,7.3,5.3,0,0,0,0,apartment,1,3.0,4.4,3,0,1,3.9,2.9,1,kept,,0
ADP037873,4.7,xlarge,39.0,mixed,owner_surrender,41,0,none,1,3.1,3.2,2.2,5.1,6.1,0,1,0,1,apartment,0,6.2,1.7,1,1,1,6.8,3.4,1,kept,,0
ADP037874,2.1,medium,11.2,hound,owner_surrender,36,0,none,1,2.6,4.9,1.7,6.7,3.9,1,0,0,0,house_owned,1,1.9,4.5,4,0,0,3.9,2.2,0,aggression,35.3,1
ADP037875,0.8,medium,23.7,mixed,owner_surrender,3,0,none,1,2.8,5.9,2.3,6.8,5.0,0,0,1,0,house_rented,1,3.3,5.0,3,0,0,7.3,1.8,0,kept,,0
ADP037876,5.5,large,24.8,mixed,transfer,55,0,chronic,1,2.8,5.6,2.4,8.0,2.8,0,0,0,0,house_rented,0,4.0,5.8,1,0,0,9.2,2.2,0,medical_needs,1.7,1
ADP037877,2.1,large,21.2,hound,owner_surrender,53,0,none,1,5.7,4.0,8.5,6.4,3.8,1,1,0,1,apartment,0,1.5,5.2,2,0,0,6.6,1.2,1,kept,,0
ADP037878,2.4,large,40.6,herding,stray,72,0,minor,1,0.0,2.8,2.8,6.3,3.2,0,0,0,0,house_owned,1,0.6,3.9,2,0,1,7.7,2.4,0,kept,,0
ADP037879,1.7,small,10.2,hound,owner_surrender,16,0,none,1,4.1,6.3,6.0,4.9,2.2,0,0,0,0,house_owned,0,9.5,5.8,2,0,0,6.2,0.9,0,separation_anxiety_destruction,4.9,1
ADP037880,4.0,medium,16.6,herding,transfer,15,0,none,1,1.3,4.7,3.8,7.4,4.0,1,0,1,1,house_owned,1,2.5,5.9,1,0,1,5.7,1.5,0,kept,,0
ADP037881,1.7,medium,19.2,mixed,transfer,69,0,none,1,3.7,6.1,0.1,2.3,4.3,0,1,0,1,apartment,0,8.3,2.2,1,0,1,7.8,0.1,0,kept,,0
ADP037882,2.2,medium,25.2,terrier,stray,34,0,none,1,0.0,4.5,3.7,8.8,4.8,0,0,1,0,house_owned,0,10.1,9.0,2,0,0,10.0,0.2,0,kept,,0
ADP037883,1.5,xlarge,45.7,mixed,owner_surrender,28,0,none,1,5.3,1.7,0.6,5.1,3.7,1,0,0,1,house_rented,1,5.3,7.7,1,0,1,4.9,2.6,0,kept,,0
ADP037884,2.1,medium,15.4,hound,owner_surrender,18,0,chronic,1,2.3,4.0,2.9,6.0,4.6,1,0,0,0,apartment,0,1.0,4.9,1,0,0,5.8,1.1,0,kept,,0
ADP037885,1.4,small,5.6,toy,stray,59,0,minor,1,2.3,7.6,7.3,2.2,2.6,1,1,0,0,house_owned,1,5.9,8.0,1,0,1,4.4,5.8,0,kept,,0
ADP037886,6.0,small,6.1,herding,stray,27,1,none,1,3.6,4.3,4.1,5.8,6.1,1,0,1,0,house_owned,1,4.5,2.9,1,0,1,8.3,2.9,0,cost_time,13.9,1
ADP037887,4.6,small,4.1,working,owner_surrender,58,0,none,1,5.3,3.1,5.1,6.0,7.3,0,1,0,0,house_owned,1,2.6,3.6,4,0,0,6.9,2.4,0,kept,,0
ADP037888,2.4,small,7.0,terrier,born_in_care,6,0,none,1,0.5,3.7,3.6,7.3,3.0,0,0,0,0,house_owned,1,4.2,5.2,1,0,0,3.4,2.1,0,kept,,0
ADP037889,6.6,small,4.2,toy,stray,44,0,none,1,0.0,5.0,2.7,4.7,7.2,0,0,0,1,house_owned,1,8.3,5.3,1,0,1,1.0,0.6,0,kept,,0
ADP037890,3.0,large,28.8,working,stray,63,0,none,1,0.0,3.0,0.1,7.5,6.0,1,0,1,0,house_owned,1,0.3,8.1,3,0,0,7.4,0.6,0,kept,,0
ADP037891,1.6,small,5.1,herding,born_in_care,15,0,minor,1,3.5,4.4,2.7,6.5,5.9,1,0,0,0,house_owned,1,5.9,5.1,3,0,0,5.9,1.4,0,kept,,0
ADP037892,1.9,small,7.1,terrier,stray,62,0,none,1,2.5,4.5,3.4,8.7,5.5,0,0,0,0,house_rented,1,3.8,5.3,1,0,0,4.6,3.4,0,kept,,0
ADP037893,1.6,medium,15.2,working,stray,34,0,minor,1,3.1,6.4,2.1,5.7,6.1,1,0,0,0,house_owned,1,4.3,5.7,2,0,0,5.1,0.0,0,kept,,0
ADP037894,1.0,small,2.6,toy,stray,87,1,none,1,4.1,6.9,6.7,5.3,0.8,1,0,0,1,house_owned,1,9.5,4.1,1,0,0,8.4,1.2,0,kept,,0
ADP037895,3.6,medium,15.3,hound,stray,3,0,none,1,4.6,4.2,5.8,8.2,6.0,0,0,0,1,house_owned,1,7.5,4.4,1,0,1,5.3,3.8,0,kept,,0
ADP037896,3.6,medium,18.1,hound,transfer,4,0,none,1,6.0,6.1,9.2,5.1,3.7,1,0,1,0,house_owned,1,13.2,3.5,3,0,1,6.5,1.6,0,kept,,0
ADP037897,2.0,medium,19.6,hound,stray,31,0,none,1,1.4,0.0,0.8,6.2,5.1,0,0,0,0,house_owned,0,9.3,4.6,2,0,0,4.3,1.6,0,kept,,0
ADP037898,2.5,small,8.5,mixed,owner_surrender,65,0,none,1,0.0,4.4,0.0,5.4,7.9,1,1,0,0,apartment,0,4.4,6.8,3,0,0,7.1,1.4,0,kept,,0
ADP037899,1.6,medium,20.0,sporting,stray,30,1,none,1,2.4,0.3,6.8,5.3,8.0,0,0,1,0,apartment,0,8.4,5.0,1,0,0,4.4,0.3,0,kept,,0
ADP037900,1.4,medium,17.1,mixed,owner_surrender,70,0,none,1,3.9,2.9,0.0,7.9,5.0,1,1,1,0,house_owned,1,13.8,5.7,1,0,0,8.2,2.2,0,kept,,0
ADP037901,4.4,small,4.8,mixed,owner_surrender,58,0,minor,1,0.2,6.8,1.3,6.9,2.0,0,0,1,0,house_rented,1,5.3,4.2,1,0,0,5.9,2.7,0,kept,,0
ADP037902,4.0,medium,17.2,sporting,born_in_care,22,0,minor,1,1.9,2.3,6.0,6.6,5.4,1,0,0,1,house_owned,0,7.8,2.5,1,0,0,5.2,4.1,0,kept,,0
ADP037903,0.8,large,34.0,mixed,stray,28,0,chronic,1,2.2,3.6,4.5,4.4,2.3,0,0,0,1,apartment,0,7.4,10.0,1,0,1,4.9,5.6,1,kept,,0
ADP037904,1.1,small,8.7,toy,owner_surrender,22,0,chronic,1,1.4,3.8,0.3,9.4,5.7,1,1,0,0,house_rented,0,10.0,9.2,2,0,1,8.4,0.2,0,kept,,0
ADP037905,0.6,medium,20.8,toy,stray,69,0,none,1,0.3,4.4,5.1,9.4,9.6,0,1,0,1,house_rented,1,3.5,3.8,3,1,0,7.9,5.6,0,kept,,0
ADP037906,1.7,small,10.3,terrier,stray,55,0,minor,1,0.3,6.5,4.4,4.5,6.9,0,1,1,1,apartment,0,12.1,6.6,3,0,0,9.4,2.1,0,kept,,0
ADP037907,3.2,small,7.3,mixed,stray,21,0,none,1,3.7,5.1,0.9,5.9,5.9,1,0,1,0,apartment,0,4.4,3.2,1,0,0,8.8,2.7,0,kept,,0
ADP037908,3.2,small,4.9,terrier,owner_surrender,29,0,minor,1,0.0,1.5,4.8,6.6,5.6,0,0,1,0,apartment,0,6.6,5.6,1,0,0,5.2,1.0,0,kept,,0
ADP037909,3.2,small,6.4,sporting,transfer,50,0,none,1,6.3,4.5,1.8,7.2,1.6,1,1,1,0,apartment,0,2.8,6.3,2,0,0,6.9,0.9,0,kept,,0
ADP037910,3.7,medium,14.6,hound,owner_surrender,8,0,minor,1,1.8,6.9,6.9,6.9,6.3,1,1,1,0,apartment,0,10.5,10.0,1,0,1,7.0,3.1,0,kept,,0
ADP037911,4.1,large,36.5,toy,stray,6,1,none,1,0.4,1.1,4.7,6.2,4.3,0,1,0,0,house_owned,1,3.1,5.4,2,0,0,5.8,0.8,0,kept,,0
ADP037912,4.4,large,29.1,toy,owner_surrender,13,0,minor,1,3.7,1.9,6.6,3.8,4.6,1,0,0,0,house_owned,0,8.3,4.0,2,0,0,4.1,0.2,0,kept,,0
ADP037913,7.1,small,6.9,mixed,stray,46,0,minor,1,1.9,4.1,2.0,6.3,7.6,0,1,0,0,house_owned,1,6.0,7.8,1,0,1,5.8,1.5,0,kept,,0
ADP037914,3.2,large,26.6,hound,transfer,12,0,none,1,4.7,3.2,4.3,5.5,5.3,1,1,0,0,house_owned,1,3.9,5.6,1,0,1,7.7,0.1,0,kept,,0
ADP037915,2.2,small,2.9,mixed,stray,21,0,none,1,0.0,6.0,3.9,5.9,8.5,1,1,0,0,house_owned,1,0.0,6.3,2,0,0,7.1,0.4,0,kept,,0
ADP037916,4.6,small,6.2,mixed,stray,45,0,none,1,0.0,1.8,0.9,9.5,2.4,0,0,0,0,apartment,0,8.2,1.5,4,0,0,6.6,8.0,0,kept,,0
ADP037917,6.6,medium,19.1,working,transfer,49,0,chronic,1,2.9,4.7,4.9,4.8,4.0,0,0,1,0,house_owned,1,4.6,7.3,1,0,1,4.2,2.5,0,kept,,0
ADP037918,1.4,small,5.2,mixed,stray,13,0,chronic,0,0.4,3.2,2.8,4.5,3.6,1,0,0,0,house_rented,1,6.0,3.2,1,0,1,4.9,1.3,0,kept,,0
ADP037919,8.7,xlarge,37.4,terrier,owner_surrender,84,0,none,1,5.9,4.2,3.0,8.8,8.7,0,1,0,1,house_rented,1,10.1,3.0,2,0,1,5.5,5.8,0,kept,,0
ADP037920,7.1,medium,21.7,mixed,stray,83,0,none,0,3.6,3.6,1.4,6.8,6.4,0,0,0,0,house_owned,1,8.4,5.7,1,0,1,6.2,1.1,0,kept,,0
ADP037921,2.8,large,37.9,mixed,stray,37,0,none,1,4.6,4.0,4.3,7.5,7.7,0,0,0,1,house_owned,0,10.0,8.8,1,0,1,7.2,1.3,0,kept,,0
ADP037922,3.9,medium,21.9,mixed,stray,13,0,none,1,3.6,4.4,2.4,5.4,1.1,0,0,0,0,apartment,0,0.0,5.4,1,0,0,6.2,0.0,0,kept,,0
