,age_years,size,weight_kg,breed_group,intake_type,days_in_shelter,previously_returned,medical_needs,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,home_type,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch
7173,7.6,small,8.5,toy,owner_surrender,20,0,none,1,3.8,3.7,0.4,9.4,10.0,1,1,0,1,house_owned,1,5.7,2.9,3,1,0,9.1,6.5,0
11225,0.3,large,29.5,hound,owner_surrender,24,0,none,0,1.0,3.4,1.8,8.8,3.4,0,0,1,1,apartment,0,3.1,7.8,2,0,0,5.1,1.0,1
13112,2.7,large,29.9,herding,owner_surrender,110,0,none,1,2.0,3.2,0.5,4.5,5.9,0,1,0,0,apartment,0,3.3,6.8,1,0,1,7.6,2.3,1
5516,4.0,small,6.2,sporting,transfer,55,0,none,1,2.5,5.6,1.8,4.7,5.0,0,1,0,1,house_owned,1,3.3,2.0,1,0,0,9.7,2.7,0
29100,6.4,large,22.3,herding,owner_surrender,60,1,none,1,2.1,5.5,0.0,10.0,5.1,0,0,0,0,house_rented,1,6.7,6.0,3,0,0,9.0,4.0,0
11975,2.6,medium,22.1,sporting,transfer,48,0,none,1,4.5,2.3,1.5,7.5,4.3,0,1,0,0,house_rented,1,7.5,6.4,2,0,1,4.6,1.1,0
22882,0.9,large,20.7,hound,stray,61,0,none,1,0.0,2.6,3.8,0.5,6.4,1,0,0,0,apartment,0,2.4,10.0,1,0,0,2.6,9.5,1
17814,10.7,medium,19.5,hound,stray,87,0,chronic,1,4.2,5.0,3.5,4.7,3.0,0,0,0,0,house_owned,1,6.7,2.7,3,0,1,5.6,2.0,0
23658,3.7,medium,9.5,sporting,stray,37,0,minor,1,0.0,5.3,5.0,5.1,9.0,1,0,1,0,apartment,0,4.9,4.4,4,0,1,6.1,0.7,0
15071,3.1,small,11.6,herding,owner_surrender,76,1,chronic,1,2.4,9.4,0.6,8.9,3.6,0,1,0,1,house_owned,0,7.4,5.7,2,0,0,6.3,3.2,0
37483,2.8,xlarge,41.8,herding,transfer,37,0,none,0,1.5,4.1,2.3,7.7,5.0,1,1,1,0,house_owned,1,3.8,4.8,1,0,0,10.0,2.9,0
41071,3.7,large,20.5,toy,stray,37,0,none,1,3.3,6.0,5.9,9.0,4.8,0,1,0,1,house_owned,1,2.4,6.0,2,1,0,4.4,3.0,0
14650,1.5,large,28.2,mixed,stray,32,0,none,1,2.2,4.6,1.8,8.4,4.7,0,0,0,1,apartment,0,5.4,5.4,1,0,0,5.8,3.0,1
11768,0.7,medium,18.8,toy,stray,24,0,none,1,1.2,3.1,5.2,4.9,6.3,0,0,0,1,house_owned,0,5.9,4.1,3,0,1,5.1,0.8,0
30386,3.7,large,36.2,terrier,owner_surrender,19,0,minor,1,0.0,0.3,1.7,8.1,0.0,0,0,0,1,house_owned,1,0.9,0.6,3,1,1,2.7,7.5,0
32051,8.5,large,29.1,toy,transfer,49,0,none,1,4.3,2.5,0.0,6.1,6.2,0,1,1,0,house_owned,0,4.3,6.3,2,0,0,7.6,0.2,0
3492,1.9,medium,16.3,mixed,owner_surrender,111,0,none,1,3.2,4.4,0.0,7.0,5.6,1,1,1,0,apartment,0,3.5,8.1,3,0,1,9.7,1.1,0
33776,1.5,large,20.5,herding,stray,8,0,none,1,1.4,2.7,0.0,7.6,2.6,0,0,0,0,house_rented,1,5.2,9.4,1,0,0,5.9,1.8,0
8836,2.6,medium,22.2,sporting,transfer,3,0,minor,1,2.4,3.5,4.4,6.5,5.3,1,1,0,0,house_owned,1,4.3,4.8,1,0,0,7.9,1.7,0
24852,3.0,medium,21.1,mixed,stray,17,0,none,1,2.4,4.3,2.6,6.8,1.6,0,0,0,0,house_rented,1,8.4,7.5,1,0,0,8.7,0.7,0
6634,3.6,medium,17.5,mixed,stray,15,0,none,1,0.0,3.2,2.4,6.2,3.0,0,1,0,0,apartment,0,3.5,4.2,4,0,1,8.4,2.0,0
37968,1.9,small,7.9,mixed,stray,12,0,none,1,5.9,4.6,3.9,6.1,4.9,0,0,0,1,house_owned,1,5.7,2.9,1,1,0,8.8,3.2,0
29502,10.7,medium,15.9,working,transfer,102,0,none,1,0.0,9.6,7.5,1.9,1.9,0,0,0,0,apartment,0,3.7,3.9,2,0,0,6.1,2.0,0
5749,4.4,large,33.8,mixed,transfer,37,0,none,1,0.0,6.6,6.6,3.3,7.0,1,0,0,0,house_owned,0,9.3,0.6,1,0,1,6.9,2.7,0
2226,2.7,large,29.7,mixed,stray,8,0,none,1,1.5,2.9,2.5,4.3,4.7,0,1,0,1,house_owned,1,7.3,5.6,2,1,0,3.9,1.3,0
14862,6.7,xlarge,48.5,herding,stray,83,1,minor,1,0.2,4.3,4.3,4.8,9.3,0,1,1,1,house_owned,1,0.0,2.0,2,0,0,8.9,2.8,0
3044,3.1,xlarge,51.2,mixed,stray,1,0,none,1,1.9,1.9,3.4,5.3,3.5,1,0,0,0,apartment,0,8.2,3.5,1,0,0,6.9,1.8,1
2879,1.6,xlarge,46.2,working,owner_surrender,26,0,none,1,2.9,2.5,4.7,3.0,4.8,0,1,1,1,house_owned,1,8.5,5.9,2,0,1,9.9,2.9,0
9530,7.5,small,7.4,sporting,owner_surrender,30,0,minor,1,2.5,1.2,3.1,10.0,2.1,0,1,0,0,house_rented,0,2.3,5.8,3,0,1,7.3,4.2,0
27832,8.8,small,8.6,terrier,stray,18,0,none,1,1.6,2.4,5.6,6.9,2.4,0,0,0,1,house_owned,1,2.6,3.2,2,0,0,8.7,3.7,0
38302,12.2,large,31.0,toy,transfer,75,0,none,1,0.9,5.5,2.5,6.9,6.0,0,0,0,0,apartment,1,6.5,4.5,1,0,0,10.0,2.4,1
18641,10.5,medium,19.9,sporting,owner_surrender,17,0,none,1,2.4,7.5,2.1,6.4,6.1,1,0,0,1,house_rented,1,6.5,7.4,2,1,0,5.3,1.0,0
32468,3.9,medium,13.6,sporting,owner_surrender,22,0,none,1,0.3,4.1,3.9,6.6,4.0,0,1,0,0,apartment,0,5.3,5.5,1,0,0,7.8,1.1,0
37409,6.2,large,28.5,mixed,owner_surrender,59,0,minor,0,2.0,4.8,2.8,5.5,3.6,0,0,0,0,apartment,1,0.0,9.1,1,0,0,5.5,3.6,1
28390,6.9,medium,24.3,mixed,born_in_care,16,0,none,1,0.9,0.0,2.2,5.8,1.6,1,0,0,0,apartment,0,4.9,6.7,1,0,0,3.3,0.9,0
1902,0.7,medium,21.0,working,stray,18,0,none,1,1.3,5.3,6.9,7.9,2.8,0,0,0,0,house_owned,1,6.5,6.1,3,0,0,3.1,1.8,0
36237,4.7,large,29.5,mixed,owner_surrender,20,0,none,1,0.1,2.7,2.0,7.1,7.4,1,1,0,0,house_rented,1,5.1,4.2,1,0,1,3.1,2.9,0
39137,3.4,medium,20.2,working,transfer,22,0,none,0,3.2,1.3,3.3,6.5,6.6,1,0,1,0,house_rented,0,8.1,5.7,1,0,0,7.7,0.8,0
36158,2.0,medium,18.2,toy,owner_surrender,106,1,none,1,0.0,2.7,3.4,3.2,7.5,1,1,0,0,house_owned,1,4.5,4.8,2,0,1,9.8,1.6,0
12133,4.7,large,30.8,herding,owner_surrender,24,0,minor,1,6.1,4.6,3.2,8.7,0.0,1,1,0,1,house_owned,1,7.3,5.7,4,0,0,8.0,3.0,0
34413,11.0,small,8.4,toy,born_in_care,97,0,none,1,1.0,3.9,2.2,0.1,5.3,1,0,1,0,house_owned,1,3.5,8.8,4,0,0,5.3,8.7,0
15722,2.8,small,9.7,toy,owner_surrender,61,0,minor,1,1.9,5.3,1.3,7.3,5.5,0,0,0,0,apartment,0,2.5,4.0,2,0,1,2.2,3.3,0
35020,3.9,medium,23.4,toy,stray,30,0,minor,0,3.5,8.0,3.8,8.1,4.4,0,1,0,1,apartment,0,2.5,7.7,4,1,1,4.2,0.4,0
31415,0.8,medium,14.9,working,stray,26,0,minor,1,4.6,7.0,2.2,5.4,5.6,0,1,0,0,apartment,0,11.7,9.7,1,0,0,7.4,4.3,0
41987,1.9,medium,7.1,herding,transfer,23,0,none,1,0.0,2.5,5.1,7.1,3.3,1,1,1,1,apartment,0,6.4,4.3,2,1,0,6.5,2.8,0
29906,3.3,medium,15.2,mixed,stray,44,0,none,1,5.2,7.7,3.8,10.0,1.1,0,1,0,1,house_owned,1,1.4,6.3,2,0,0,6.6,3.7,0
18654,3.5,small,6.7,working,owner_surrender,17,0,none,1,0.0,4.5,3.7,8.1,3.2,1,0,0,0,apartment,0,9.5,6.4,3,0,0,5.8,1.7,0
22310,2.1,large,30.4,working,owner_surrender,46,1,none,1,3.3,1.3,2.0,10.0,5.0,1,0,0,1,house_owned,1,5.2,6.7,3,0,0,3.0,3.3,0
30228,0.3,medium,12.4,working,owner_surrender,25,0,none,1,0.0,7.8,2.3,5.7,2.4,0,0,1,0,house_rented,1,5.9,7.1,1,0,1,5.6,1.4,0
41348,1.0,large,31.4,mixed,owner_surrender,62,0,none,1,2.7,2.6,4.4,7.1,4.2,1,1,1,0,house_rented,1,12.9,2.8,1,0,0,2.9,4.3,0
6904,1.8,medium,19.4,mixed,born_in_care,20,0,none,1,4.3,3.3,1.4,3.6,0.0,0,0,0,0,apartment,0,11.7,5.2,1,0,0,9.6,1.6,0
32208,10.8,large,30.2,mixed,stray,87,0,minor,1,2.0,4.9,5.4,3.1,7.2,1,1,0,1,apartment,0,3.7,5.3,3,0,0,9.2,2.2,1
27157,5.5,medium,14.3,toy,transfer,18,0,none,1,1.8,3.4,6.8,7.1,6.8,0,0,0,0,apartment,0,6.4,4.5,1,0,1,6.2,2.6,0
25977,7.4,medium,16.1,mixed,owner_surrender,23,0,minor,1,0.6,0.2,5.6,1.5,7.4,1,0,1,0,apartment,0,6.1,9.2,1,0,0,7.5,7.7,0
3538,3.5,medium,19.7,herding,stray,43,0,none,1,2.6,7.5,0.0,7.5,7.9,1,0,0,0,apartment,0,11.4,4.8,1,0,1,4.6,2.7,0
9683,4.9,medium,18.1,sporting,owner_surrender,50,0,minor,1,5.1,3.0,3.4,4.5,5.5,0,0,1,1,apartment,0,9.5,5.6,1,0,1,9.1,1.1,0
41385,0.9,small,7.0,herding,stray,19,0,none,1,2.9,5.7,2.1,5.1,0.0,0,1,0,0,house_owned,1,3.6,7.5,1,0,1,6.0,2.4,0
33817,3.5,small,6.8,mixed,owner_surrender,34,1,none,0,0.0,7.6,5.6,7.3,6.7,0,1,0,0,house_owned,1,8.3,4.0,3,0,0,5.7,3.3,0
12610,1.7,small,6.8,hound,owner_surrender,53,0,none,1,3.2,2.3,3.8,5.5,5.3,0,0,0,0,house_owned,1,9.5,9.8,1,0,1,6.2,4.3,0
35047,1.0,large,32.1,sporting,stray,27,0,chronic,1,4.3,0.0,1.0,7.3,5.1,1,1,0,1,house_owned,1,8.3,6.0,1,0,1,7.5,1.3,0
16138,5.0,large,37.8,working,owner_surrender,3,0,none,1,4.1,2.7,4.4,2.0,5.7,0,1,1,1,apartment,1,7.6,5.5,2,1,0,6.6,3.5,1
1816,1.5,medium,15.9,terrier,owner_surrender,24,1,none,1,0.0,0.2,0.0,9.6,6.2,1,0,0,0,house_rented,1,10.9,4.1,2,0,0,7.4,5.5,0
14614,2.9,medium,20.1,mixed,owner_surrender,3,0,minor,1,2.2,6.4,1.7,5.9,4.9,0,1,0,0,apartment,0,10.1,5.0,1,0,0,10.0,0.9,0
23152,3.6,medium,12.8,working,owner_surrender,20,0,none,1,5.9,5.2,2.3,7.3,8.1,1,0,1,1,house_rented,1,7.1,7.4,1,0,1,5.2,0.1,0
37356,6.7,medium,21.4,working,stray,48,0,none,1,3.9,0.8,5.4,8.3,8.2,0,0,0,0,house_owned,1,6.5,4.6,3,0,0,6.0,3.7,0
15789,3.7,medium,14.5,herding,owner_surrender,29,0,none,0,0.3,4.3,5.1,7.7,7.9,1,1,0,1,apartment,0,9.5,6.6,1,0,1,7.7,1.1,0
6139,6.9,medium,14.8,mixed,owner_surrender,7,0,minor,1,1.5,3.9,5.3,5.8,2.9,1,0,0,1,house_owned,0,12.0,5.6,3,0,0,5.6,0.2,0
8891,8.3,small,6.5,mixed,owner_surrender,35,0,none,1,1.7,3.4,0.0,4.0,6.6,0,0,1,0,apartment,0,5.2,10.0,4,0,0,7.3,6.0,0
22660,3.1,large,40.0,sporting,transfer,41,0,none,1,5.4,5.7,3.8,5.1,2.7,0,1,0,0,house_owned,1,5.6,5.6,1,0,1,2.3,0.5,0
12265,5.1,xlarge,48.2,hound,stray,12,0,none,1,3.4,3.2,0.8,9.2,8.0,0,0,0,1,apartment,0,3.3,5.2,2,0,0,10.0,4.0,1
28759,3.4,medium,14.6,toy,owner_surrender,3,0,none,1,0.0,3.7,0.0,3.4,8.3,0,0,1,1,apartment,0,4.4,6.2,4,0,0,7.9,2.8,0
27950,6.8,medium,12.6,herding,stray,43,0,none,1,5.0,5.2,1.1,8.4,5.7,0,1,0,0,house_owned,0,2.6,2.0,3,0,0,7.2,6.4,0
38873,3.8,small,7.0,mixed,stray,43,0,minor,0,0.0,0.6,2.8,6.4,3.6,1,0,0,0,apartment,0,6.0,4.0,2,0,0,6.5,2.4,0
6285,2.6,small,5.5,terrier,stray,45,0,none,1,0.0,2.3,7.0,5.9,3.2,0,0,1,0,apartment,0,1.2,8.3,2,0,1,7.8,2.4,0
1858,9.5,medium,23.1,sporting,stray,7,0,minor,1,4.6,5.9,2.7,8.2,10.0,1,1,1,1,house_owned,1,9.6,6.9,2,1,0,4.9,1.3,0
29829,1.0,medium,14.6,sporting,owner_surrender,131,0,minor,1,1.5,5.5,2.7,0.4,5.0,0,0,0,0,apartment,0,5.1,10.0,1,0,1,6.0,9.6,0
37634,2.1,xlarge,41.0,toy,stray,48,0,none,1,6.1,0.6,3.1,2.9,4.2,0,0,0,0,apartment,0,3.3,8.2,1,0,0,5.4,5.3,1
21514,1.0,small,5.2,toy,owner_surrender,3,0,none,0,2.1,3.6,5.5,8.3,1.6,1,0,0,1,house_rented,0,11.8,4.8,1,0,0,7.2,3.5,0
37126,3.1,large,30.0,mixed,owner_surrender,24,0,none,1,0.0,2.0,1.2,2.8,4.5,0,0,0,0,house_owned,1,3.8,6.2,1,0,0,6.0,3.4,0
11365,5.9,large,29.2,toy,owner_surrender,57,0,none,1,0.0,2.6,1.8,6.3,8.4,0,1,0,0,house_rented,1,5.5,4.7,1,0,0,10.0,1.6,0
16415,4.6,medium,17.4,working,stray,49,1,none,1,3.3,3.1,5.0,7.7,4.0,1,0,1,1,apartment,0,6.7,4.4,2,0,1,6.7,3.3,0
4201,1.1,medium,18.9,mixed,stray,68,0,none,1,0.2,0.3,0.0,5.9,10.0,1,0,0,0,house_owned,1,7.0,5.1,4,0,0,6.6,0.8,0
29812,5.2,medium,26.7,terrier,born_in_care,29,0,none,1,2.2,5.0,3.6,6.2,7.3,1,1,1,0,house_owned,1,5.4,7.7,1,0,0,7.9,1.5,0
10054,2.0,medium,20.4,toy,stray,13,0,none,1,1.8,5.1,1.6,6.3,4.1,1,0,1,0,house_owned,1,8.7,4.5,1,0,1,6.3,1.8,0
4019,7.2,xlarge,36.8,working,owner_surrender,68,0,none,1,3.7,1.3,2.2,3.6,8.8,1,0,0,0,house_rented,1,7.9,2.5,2,0,1,3.6,1.1,0
33592,0.8,small,4.9,mixed,stray,15,0,none,1,6.6,3.7,9.6,4.4,2.5,0,0,1,1,apartment,0,3.0,6.2,2,1,0,6.6,1.8,0
24941,3.6,small,5.0,mixed,born_in_care,8,1,none,1,3.2,4.6,0.6,4.8,3.9,0,1,0,0,house_owned,1,3.9,0.2,3,0,0,4.6,4.6,0
30636,7.6,medium,17.4,terrier,stray,14,0,none,1,1.1,2.8,2.1,7.5,4.7,1,0,0,1,apartment,1,11.9,6.1,3,0,1,10.0,1.4,0
15919,3.2,xlarge,49.7,herding,owner_surrender,64,0,none,1,1.1,7.6,1.2,2.4,6.7,0,0,1,0,house_rented,1,4.3,9.4,1,0,1,4.1,7.0,0
41325,10.3,small,8.4,terrier,owner_surrender,41,1,none,0,1.4,1.4,3.6,4.8,7.2,1,0,1,1,house_owned,0,3.5,5.2,1,1,1,8.1,0.4,0
11525,2.8,large,31.0,working,stray,31,0,none,1,0.0,1.4,4.2,5.9,2.8,0,0,0,1,house_owned,1,2.9,4.6,1,1,0,5.7,1.3,0
3078,3.2,large,21.5,terrier,stray,41,0,none,1,3.6,3.5,1.9,5.7,4.0,1,0,0,0,house_rented,1,6.8,6.9,1,0,0,7.2,1.2,0
24125,2.5,large,21.4,herding,born_in_care,51,1,none,1,4.0,5.4,0.0,9.6,9.0,0,1,0,1,house_rented,1,11.1,4.7,3,0,1,5.9,4.9,0
885,7.1,medium,18.8,herding,stray,22,0,none,1,2.3,7.4,4.6,6.8,7.4,0,0,0,0,house_rented,1,8.5,6.3,1,0,0,6.4,0.5,0
34893,6.0,large,30.9,sporting,transfer,71,0,none,1,2.1,4.6,1.8,4.2,8.4,0,0,0,0,house_owned,1,6.3,7.4,1,0,0,10.0,3.2,0
20416,7.5,medium,21.7,sporting,transfer,27,0,none,1,1.6,2.8,0.2,5.6,5.7,0,0,0,1,apartment,0,9.5,5.8,2,1,0,4.8,0.2,0
26589,2.5,small,3.1,terrier,transfer,48,0,none,1,4.4,3.7,0.1,7.0,5.6,0,1,0,0,house_rented,1,3.2,9.3,1,0,1,10.0,2.3,0
18894,1.1,large,26.8,herding,owner_surrender,51,0,chronic,1,2.1,4.4,0.2,5.5,3.0,1,1,1,0,apartment,0,0.1,7.7,3,0,1,8.1,2.2,1
9917,1.8,large,25.6,herding,transfer,26,0,minor,1,1.5,3.5,1.1,7.0,6.2,1,0,1,0,apartment,0,3.4,5.9,1,0,0,4.6,1.1,1
25398,5.4,medium,13.3,working,owner_surrender,23,0,none,1,6.9,3.9,5.1,4.2,3.1,0,0,1,1,apartment,0,1.6,8.5,2,1,1,7.6,4.3,0
30738,6.8,medium,12.9,toy,owner_surrender,68,0,minor,1,2.0,7.1,1.6,7.5,2.0,0,0,0,0,house_owned,0,0.0,7.4,1,0,1,8.9,0.1,0
23085,5.9,small,8.9,working,stray,32,0,minor,1,1.5,4.6,5.9,6.0,9.1,1,1,1,1,apartment,0,4.8,6.2,4,0,1,7.3,0.2,0
9539,9.5,medium,17.1,mixed,owner_surrender,16,0,none,1,0.5,2.7,0.7,4.0,2.2,0,0,0,0,apartment,0,9.1,1.2,2,0,0,4.0,2.8,0
33805,3.0,small,8.8,hound,stray,21,0,minor,1,0.9,3.7,1.6,7.1,5.2,0,0,0,0,house_owned,1,8.4,5.3,1,0,1,5.2,1.8,0
4951,3.8,medium,13.3,mixed,stray,34,1,minor,1,2.9,4.4,1.2,10.0,5.0,1,0,1,1,apartment,0,5.4,7.1,1,0,0,7.8,2.9,0
29325,3.2,large,28.3,mixed,stray,8,0,chronic,1,1.7,4.8,6.0,5.5,7.3,1,1,1,0,house_rented,0,4.5,7.0,1,0,0,10.0,1.5,0
7864,4.1,medium,15.9,mixed,owner_surrender,91,1,minor,1,4.7,3.2,3.3,9.5,5.8,1,0,1,0,house_owned,1,3.4,5.3,3,0,0,3.9,4.2,0
31849,3.6,large,37.5,hound,stray,22,0,none,1,5.6,4.0,4.3,6.4,5.4,1,0,0,1,house_rented,1,6.4,2.6,1,0,1,7.0,3.8,0
6286,0.9,small,3.7,hound,stray,15,0,none,1,0.0,3.6,5.5,4.2,3.3,0,0,1,1,house_owned,1,8.9,7.0,2,1,0,5.4,2.8,0
3390,4.7,large,30.1,terrier,stray,4,0,none,1,4.6,2.4,6.0,8.4,5.5,0,1,1,0,house_owned,1,5.5,6.0,3,0,0,10.0,2.4,0
15190,4.8,medium,21.3,mixed,transfer,4,0,none,1,0.9,2.1,5.6,3.7,7.8,0,0,1,0,house_owned,1,5.1,1.4,1,0,0,7.8,2.3,0
24926,2.8,small,5.1,toy,owner_surrender,19,0,minor,1,3.5,4.4,4.7,5.3,4.6,0,0,0,1,house_owned,1,9.5,6.2,3,0,0,8.2,0.9,0
7099,5.3,small,6.2,mixed,owner_surrender,5,0,none,1,0.0,4.8,6.4,10.0,5.3,0,0,0,1,house_owned,1,3.9,6.8,1,1,1,10.0,3.2,0
39943,1.3,large,20.7,hound,stray,27,0,none,1,0.0,4.0,0.0,4.2,3.9,0,0,1,0,apartment,0,6.7,2.5,4,0,0,6.8,1.7,1
41136,4.6,xlarge,33.5,mixed,owner_surrender,17,0,none,1,0.0,2.4,3.5,6.0,2.1,1,1,0,0,house_rented,1,6.9,7.3,1,0,1,5.5,1.3,0
10079,7.2,small,5.8,mixed,owner_surrender,27,0,chronic,1,2.7,6.2,6.0,6.1,4.3,1,0,1,1,apartment,0,11.6,8.7,1,0,0,7.9,2.6,0
13048,12.4,small,8.6,herding,transfer,146,0,minor,1,2.8,7.0,2.4,1.7,4.7,1,1,0,1,house_rented,1,4.2,6.9,3,1,0,5.8,5.2,0
22288,6.7,medium,19.6,working,owner_surrender,77,0,none,1,0.0,1.3,1.7,5.4,8.3,1,0,0,0,house_rented,0,8.2,7.1,1,0,1,4.8,1.7,0
34423,0.8,medium,17.5,mixed,owner_surrender,34,0,none,1,0.0,6.3,3.2,5.1,6.2,0,1,1,1,apartment,0,7.9,5.5,1,1,0,8.8,0.4,0
31499,6.3,large,27.7,herding,stray,22,1,minor,1,3.3,4.6,2.8,6.3,4.1,0,0,1,1,house_rented,1,5.0,5.1,2,0,0,7.1,1.2,0
34921,5.3,medium,19.2,mixed,stray,14,0,minor,1,0.0,8.6,3.5,6.8,3.9,0,0,1,0,house_rented,1,0.2,7.6,1,0,0,7.3,0.8,0
17181,2.0,small,10.5,working,transfer,23,0,none,1,0.0,5.7,1.7,7.1,7.2,1,0,1,1,house_owned,1,7.0,3.4,2,1,0,8.4,3.7,0
13537,5.9,xlarge,52.1,sporting,owner_surrender,29,0,minor,1,2.1,4.4,1.6,6.9,7.0,0,0,0,0,house_owned,1,7.7,6.1,1,0,1,6.2,0.8,0
10480,2.3,small,4.6,mixed,stray,36,0,none,1,3.2,3.0,1.3,6.9,8.6,0,0,0,0,house_owned,1,4.8,3.4,2,0,0,8.8,3.5,0
2620,6.7,small,7.9,sporting,stray,4,0,minor,1,2.2,5.8,2.2,4.4,6.3,1,0,0,0,house_owned,1,10.2,1.0,1,0,0,8.5,3.4,0
39517,3.7,small,7.4,working,stray,98,1,none,1,3.4,0.4,1.9,3.6,10.0,0,0,0,0,house_owned,0,14.0,5.8,4,0,1,4.7,2.2,0
15792,3.9,medium,27.2,mixed,stray,17,0,minor,1,4.8,7.8,1.6,6.7,6.1,0,0,0,1,house_owned,1,6.4,2.4,1,0,0,6.8,4.3,0
36966,4.8,small,9.8,herding,stray,21,0,minor,1,4.9,0.0,7.3,5.0,4.4,1,0,1,1,house_owned,1,9.1,3.8,2,1,0,7.3,1.2,0
8260,1.8,small,7.2,sporting,stray,57,0,none,1,6.1,5.1,2.5,5.2,4.8,1,0,0,1,house_rented,1,7.4,6.2,1,1,0,7.6,1.0,0
6145,3.4,medium,21.8,herding,owner_surrender,39,0,none,1,3.0,2.3,3.6,4.6,6.4,0,0,0,0,apartment,0,2.0,6.2,1,0,1,9.3,1.6,0
16739,2.9,small,7.5,terrier,stray,12,0,none,1,0.3,3.8,2.4,5.9,8.8,0,1,0,0,house_owned,1,4.1,4.3,2,0,1,7.5,1.6,0
15610,6.2,small,6.6,mixed,owner_surrender,50,0,none,1,0.3,3.3,1.0,6.0,9.0,0,1,1,0,house_rented,0,10.9,4.3,2,0,1,5.9,1.7,0
24387,2.9,large,32.2,mixed,owner_surrender,32,0,none,1,3.5,1.3,5.1,2.5,7.1,0,1,1,0,house_rented,0,8.2,5.1,1,0,1,7.9,2.6,0
41806,5.2,medium,17.9,mixed,owner_surrender,24,0,none,1,4.4,5.1,3.5,7.4,4.0,1,0,1,0,house_owned,1,5.1,1.2,1,0,1,4.8,6.2,0
38853,7.1,medium,7.8,mixed,owner_surrender,61,0,minor,1,3.5,5.8,4.7,5.9,6.4,0,0,0,0,apartment,0,6.6,6.5,3,0,1,6.6,0.6,0
6632,2.3,xlarge,43.2,working,stray,16,0,none,0,3.0,3.9,4.7,6.8,5.9,1,0,1,0,house_owned,1,5.0,7.1,1,0,1,9.9,0.3,0
601,5.8,medium,20.6,terrier,stray,28,0,chronic,1,1.6,6.4,2.1,10.0,4.6,1,1,1,0,house_owned,0,6.7,7.9,2,0,1,7.7,2.1,0
19023,10.7,medium,17.7,mixed,stray,26,0,minor,1,2.2,2.5,6.5,6.8,5.4,1,0,1,1,house_owned,0,8.2,5.0,1,1,1,5.3,1.8,0
38604,2.6,large,28.9,mixed,owner_surrender,15,0,minor,1,1.9,5.8,0.0,8.3,5.1,0,1,0,1,house_owned,1,1.0,4.7,4,1,0,6.9,3.6,0
11293,5.3,large,35.3,mixed,stray,14,0,none,1,4.8,2.5,4.1,4.4,2.5,0,0,0,0,house_owned,1,3.9,6.9,1,0,0,5.8,2.5,0
18404,2.1,large,36.5,mixed,stray,29,0,none,1,3.7,6.4,6.3,4.6,4.4,0,1,0,0,house_owned,1,6.1,2.5,1,0,0,10.0,2.1,0
29882,0.3,large,24.3,herding,stray,61,0,none,1,1.3,1.5,4.2,3.2,5.2,0,1,1,1,apartment,0,10.6,1.6,3,0,0,2.1,1.6,1
41057,7.9,medium,18.4,mixed,stray,40,0,none,1,1.1,3.5,6.1,5.4,2.8,0,0,0,1,house_rented,1,11.9,5.7,1,0,1,6.1,0.3,0
13281,3.6,large,24.8,hound,transfer,57,0,none,1,2.9,3.2,7.1,4.6,4.7,0,1,0,0,apartment,0,7.2,5.2,4,0,0,7.7,0.6,1
10514,8.9,large,25.6,mixed,transfer,12,0,none,1,2.2,4.5,1.1,4.2,5.3,1,0,0,0,house_rented,1,2.6,8.3,1,0,0,5.6,4.1,0
10364,0.4,medium,14.8,sporting,owner_surrender,33,0,none,1,2.4,4.9,2.0,4.6,7.3,0,0,1,0,house_rented,0,14.0,6.7,1,0,0,4.6,2.1,0
10812,3.1,small,10.2,mixed,owner_surrender,34,0,none,1,0.0,5.0,6.8,7.4,7.0,0,1,1,1,apartment,0,14.0,6.1,1,1,0,7.8,1.3,0
3363,3.0,medium,16.0,toy,stray,5,1,minor,1,1.8,0.9,2.3,10.0,4.1,0,1,0,0,house_rented,0,4.7,5.7,2,0,1,4.3,4.3,0
19699,7.5,medium,10.6,sporting,stray,24,0,minor,1,0.3,6.4,0.3,10.0,5.0,1,1,1,0,house_owned,1,8.0,4.5,1,0,0,5.8,5.5,0
26969,7.0,small,12.1,toy,stray,32,0,chronic,1,3.4,0.0,4.4,7.5,6.1,0,0,1,1,house_rented,1,3.9,6.1,1,0,0,7.0,1.4,0
5684,1.7,large,27.1,herding,stray,40,0,none,1,3.9,0.0,0.9,4.6,8.2,1,0,0,1,house_owned,0,6.7,8.2,1,0,0,5.2,3.6,0
20054,1.3,small,3.5,toy,stray,63,0,none,1,0.9,0.4,1.1,7.4,7.8,0,0,0,0,house_owned,1,7.9,6.1,2,0,1,6.6,1.3,0
21430,0.6,medium,19.1,sporting,transfer,43,0,minor,1,2.2,6.5,3.6,7.2,1.8,1,0,0,1,apartment,0,10.4,4.9,2,0,0,4.7,2.3,0
4154,1.5,small,5.2,working,transfer,12,0,none,1,4.4,3.6,5.4,10.0,1.6,0,0,0,1,house_rented,1,5.2,4.0,1,0,1,7.1,6.0,0
33582,3.5,medium,20.1,working,born_in_care,13,0,none,1,9.1,7.9,7.3,5.2,2.3,1,0,0,1,house_owned,1,3.1,6.3,4,0,0,1.8,1.1,0
